id,comment,rating,review_date
9,el gimnasio me gusta entreno a primera hora de la mañana y he visto que falta más personal a esa hora solo está una chica muy maja yamira a veces uno quiere preguntar algo y no se haya a quien acudir sin embargo algunas veces he ido por la tarde y allí sí que hay personal de sobra que a veces quizás no hayan ni que hacer deberían de mejorar e equilibrar esa parte por lo demás bien,3,Hace 3 meses
15,llevo 3 años asistiendo al gym y esta pesa de 32 5 k dañda lleva así desde entonces…¡¡ increíble !! por todo lo demás el gym aunque podría ser mejor por el precio de la mensualidad … tiene lo básico para llevar una completa rutina y personal muy agradable siempre muy atentos,3,Hace 10 meses
27,es un falta de respeto que quiero darme de baja de la suscripción hoy 23 de octubre y no me lo permite solo hasta el 30 de noviembre ¿por qué si no quiero o no puedo asistir me l gym tengo que pagar un mes más ?,3,Hace un mes
29,instalaciones limpias todo bien pero cuando se estropea una máquina despídete de ella por un mes y asi si coinciden mas de una pues sucesivamente es algo muy muy mejorable por que la sensacion es de dejadez y no por sus trabajadores por que son muy atentos,3,Hace 2 meses
47,lo típico en este tipo de gimnasios masificado y mas ahora que tienen promiciones para que la gente se apunte a los socios antíguos nada por supuesto a ciertas horas es desesperante ir a entrenar,3,Hace 4 meses
62,esto gimnasio más al uso de las típicas cadenas de fitness llevo viniendo más de medio año viniendo aquí y he visto varias cosas que no acaban de convencerme no hay ningún tipo de fuente ni punto de hidratacion en todo el gimnasio tampoco hay puntos de higiene con servilletas de papel y flush flush para limpiar las máquinas esto me parece más serio después de todo lo que hemos pasado con el covid y también me sorprende porque en el basic fit que es más barato si lo encuentras otro punto a destacar es la falta de personal me da la sensación de que tan sólo tienen un empleado para todo esto de manera que nunca hay nadie en recepción lo peor de esto es la falta de ganas de mejorar he comunicado esto en varias de esas encuestas que mandar por mail pero todo sigue igual me da la sensación de que hay poco mantenimiento un grifo del vestuario lleva roto más de un mes y nadie lo arregla ni siquiera colocan un cartel diciendo que este fuera de servicio si continuo viniendo es porque no hay otro en esta zona,3,Hace 2 años
70,gimnasio bueno pero hay gente que viene a ver el móvil mientras se sienta en una maquina y no dejan entrenar y el personal no ayuda para que esto no pase,3,Hace 5 meses
75,da igual a la hora que vayas que siempre está masificado no se puede usar ninguna máquina están todas cogidas menos las de cardio y la gente solo va a socializar se tiran 15 minutos en cada máquina y se quedan sentados as hablando entre ello as es horrible hacer deporte así se te quitan las ganas por otro lado las máquinas son antiguas e incluso algunas no funcionan el cuenta kcal de spinning se apaga de repente los monitores son un cielo eso sí y los vestuarios están muy limpios,3,Hace un año
79,el gimnasio altafit palacio de vista alegre tiene instalaciones muy completas y maquinaria en buen estado lo cual agradezco mucho como usuario el ambiente es agradable y el personal siempre está dispuesto a ayudar sin embargo echo de menos un detalle que considero fundamental para la higiene la falta de dispensadores de papel y de desinfectante para limpiar las máquinas a pesar de que es obligatorio usar toalla muchas veces me encuentro con restos de sudor o suciedad en las máquinas dejados por la persona anterior esto podría resolverse fácilmente si se colocaran dispensadores de papel y desinfectante en varias zonas del gimnasio sería un paso importante para garantizar que el equipo esté en condiciones higiénicas óptimas para todos los usuarios es cierto que muchos días veo al personal de limpieza haciendo su trabajo lo cual es de agradecer pero creo que no es suficiente debido a la gran cantidad de personas que acuden al centro es evidente que por la afluencia de usuarios no siempre se puede garantizar que las máquinas estén en condiciones higiénicas óptimas después de cada uso por ello considero que la implementación de dispensadores es una solución fundamental además aunque el sudor en sí mismo no transmite enfermedades las superficies sucias y contaminadas pueden ser un foco de infecciones bacterianas como staphylococcus aureus o facilitar la aparición de hongos este tipo de medidas contribuirían enormemente a mejorar la higiene en general y evitar estos riesgos espero que puedan considerar esta crítica constructiva ya que contribuiría a hacer la experiencia en el gimnasio aún más satisfactoria,3,Hace un año
85,el sitio está bien cuidado y limpio siempre además hay luz natural lo malo es que las máquinas y las pesas están reventadísimas en su mayoría hace tiempo que las debieron cambiar todos los colchones y recubrimientos de las máquinas están hundidos y no protegen nada muchos de los ajustes tienen holguras o están rotos hay pesas que están bien pero otras tienen la goma rota y está expuesto todo el metal da sensación tercermundista a veces valoraría mejor si hicieran un cambio en el equipo que ya va siendo hora edit menos 2 máquinas nuevas el resto llevan lo menos 5 años sin sustituirse con evidentes signos de uso cuando dicen que están trabajando en ello es mentira oxido holguras acolchados reventados mala ergonomia desgaste mientras no se desmonten solas no van a cambiar las máquinas por mucho que digan para variar,3,Fecha de edición: Hace un año
